Soil type,Crop,Latitude,Longitude,pH,P,K,S,OC,EC,Fertilizer Name,predictions_pH,predictions_P,predictions_K,predictions_S,predictions_OC
RedSoil,,14.46,77.58,8.79,12.77,194,7.47,0.78,0.21,28-28,7.413968633,22.72790169,228.4781324,78.82610175,0.439878414
RedSoil,,14.48,77.58,8.81,32.6,135,36.07,0.43,0.76,14-35-14,7.45092636,15.02570688,214.1300356,62.55928649,0.487607386
RedSoil,,14.48,77.58,8.65,12.57,149,26.28,0.43,0.41,10-26-26,7.464398533,15.22787799,177.674015,44.22867608,0.427162382
RedSoil,,14.47,77.58,6.8,11.09,102,2.19,0.2,0.05,Urea,7.449489096,8.712462803,91.99063266,12.31584645,0.424788747
RedSoil,,14.47,77.58,6.62,8.71,71,4.3,0.18,0.07,10-26-26,7.394862477,7.395084567,80.71825176,6.079167629,0.406029899
RedSoil,,14.52,77.65,5.89,11.61,50,2.92,0.19,0.04,DAP,7.350374099,6.787715985,66.60667133,5.671204106,0.41854937
RedSoil,,14.53,77.65,8.27,5.16,61,3.29,0.28,0.09,14-35-14,7.334505356,9.160027731,133.8296973,18.02420079,0.358323558
RedSoil,,14.53,77.65,7.98,5.49,69,3.1,0.21,0.1,10-26-26,7.37725163,8.065587079,116.858871,11.22158881,0.368615232
,,14.05,77.65,8.14,9.62,86,10.81,0.4,0.18,Urea,7.343510498,12.30252812,154.0999313,33.66597215,0.390498915
SandySoil,,14.53,77.65,8.05,38.28,428,13.43,0.89,0.23,14-35-14,7.853669463,32.06945682,263.7352144,120.6602933,0.6538626
RedSoil,,14.52,77.65,5.67,15.3,61,1.98,0.14,0.03,28-28,7.39304176,6.151415411,59.52140628,4.187915814,0.439860298
RedSoil,,14.52,77.65,6.2,18.64,59,3.21,0.18,0.04,10-26-26,7.37605705,6.935312741,84.7955432,12.90602713,0.440584576
RedSoil,,14.53,77.65,5.83,13.66,67,3.08,0.31,0.05,Urea,7.339588086,9.53369765,84.57269918,18.99234524,0.43476085
RedSoil,,14.52,77.65,7.56,8.88,74,2.61,0.26,0.06,DAP,7.369810892,9.073970157,117.5026804,17.40375441,0.389917295
SandySoil,,14.52,77.65,8.18,25.49,263,18.74,0.66,0.24,20-20,7.607943536,22.80525479,216.0943842,80.5686016,0.531124292
SandySoil,,14.53,77.65,8,7.92,94,3.65,0.28,0.11,Fertilizer Name,7.401808115,10.15514111,130.811038,21.08550852,0.388620225
RedSoil,,14.52,77.65,8.52,10.03,102,6.64,0.35,0.19,Urea,7.393207862,11.84223214,158.0714064,31.83771166,0.390955376
RedSoil,,14.53,77.65,8.25,10.5,110,7.35,0.36,0.16,DAP,7.405814093,12.25146849,152.8343251,32.47687705,0.401680696
RedSoil,,14.58,77.61,7.17,8.66,69,2.96,0.22,0.06,14-35-14,7.375126797,8.126855652,101.0566534,11.76847816,0.394155169
RedSoil,,14.56,77.6,6.88,4.2,56,7.13,0.53,0.11,28-28,7.229957774,13.50853607,128.6459554,33.89824801,0.380032546
RedSoil,,14.56,77.61,8.25,10.58,120,9.56,0.6,0.21,Urea,7.334935549,17.05445866,185.8317937,54.73882223,0.407624572
RedSoil,,14.57,77.61,8.53,11.03,104,10.36,0.52,0.14,17-17-17,7.33415168,15.13373957,183.3270096,48.2629095,0.396466556
RedSoil,,14.57,77.6,6.35,3.74,97,5.24,0.44,0.06,20-20,7.344976912,12.99916371,101.043305,25.21350448,0.407497952
RedSoil,,14.58,77.61,7.9,5.59,78,4.22,0.21,0.08,Urea,7.395602742,8.357943821,114.8938119,11.43213949,0.375216805
RedSoil,,14.45,77.57,8.6,5.45,87,6.56,0.54,0.2,28-28,7.2883139,14.90362974,178.9700392,44.40156465,0.366971954
RedSoil,,14.45,77.57,7.91,5.97,92,4.12,0.36,0.09,14-35-14,7.366392454,11.57089365,136.2240634,26.06883886,0.383031566
RedSoil,,14.46,77.58,6.23,5.28,96,2.42,0.29,0.05,DAP,7.400096554,10.11202733,79.55732756,12.53192135,0.41328998
RedSoil,,14.48,77.58,7.82,22.68,201,2.37,0.22,0.1,17-17-17,7.645269957,12.32200297,140.8525597,33.72008492,0.492277856
RedSoil,,14.47,77.58,6.64,8.67,76,3.22,0.23,0.06,Urea,7.385334856,8.456491422,87.96117047,10.88871676,0.407536255
RedSoil,,14.47,77.58,5.93,6.06,85,2.72,0.3,0.03,28-28,7.374924731,9.916290748,73.96402303,12.40291848,0.416249391
,,14.58,77.6,6.31,5.74,61,3.51,0.13,0.06,DAP,7.392141238,6.094579476,60.70238773,-2.905291726,0.396798316
,,14.56,77.6,8.13,10.76,95,1.77,0.24,0.07,17-17-17,7.41996953,9.424676568,133.2675481,20.64708493,0.395400677
,,14.56,77.61,7.99,7.64,63,6.04,0.33,0.15,Urea,7.321718411,10.16535999,137.0570873,23.78888396,0.373775548
,,14.57,77.61,8.34,8.74,127,2.77,0.25,0.12,28-28,7.479064787,10.65919232,137.253134,22.11380302,0.400658074
,,14.57,77.6,7.14,7.84,86,3.04,0.24,0.06,Urea,7.40089884,9.023859696,101.6795381,13.53714527,0.400251217
,,14.57,77.6,8.41,6.42,73,2.25,0.18,0.09,DAP,7.396874975,7.680589782,125.9364411,11.29163623,0.365316449
,,14.56,77.61,7.52,10.19,92,2.75,0.28,0.06,20-20,7.398762511,10.00191048,121.2069028,21.13484858,0.403776757
,,14.57,77.6,8.1,6.69,80,2.04,0.24,0.06,17-17-17,7.387982434,8.958854703,126.0593618,16.05756824,0.375289386
,,14.57,77.61,7.95,11,81,3.17,0.27,0.08,DAP,7.38128091,9.547361378,132.8978536,22.16755013,0.393299464
,,14.56,77.61,8.42,57.62,124,18.18,0.5,0.32,Urea,7.409858881,15.53751119,251.3469158,89.72577362,0.56581356
,,14.58,77.61,8.31,9.24,95,2.33,0.22,0.08,20-20,7.426961532,9.093204692,133.1011617,18.17022273,0.3872183
,,14.58,77.61,5.55,8.49,44,1.73,0.13,0.03,28-28,7.359207218,5.413550368,44.14709763,-4.279729174,0.411162821
,,14.57,77.61,7.62,9.14,66,3.37,0.27,0.11,14-35-14,7.350482455,9.035259443,120.9605314,18.39591902,0.386079289
,,14.56,77.6,7.86,11.33,68,2.35,0.16,0.06,Urea,7.397287534,7.07458011,115.9014209,11.52503988,0.389465455
,,14.58,77.6,8.53,6.77,79,3.63,0.22,0.11,DAP,7.394219632,8.655643875,135.3051972,16.00690775,0.367673108
,,14.58,77.62,7.18,10.35,85,2.36,0.25,0.06,20-20,7.396234887,9.169279932,108.0472529,16.8556846,0.407097205
,,14.58,77.61,6.16,7.19,53,3.97,0.17,0.07,28-28,7.361913685,6.573612222,64.3665668,1.044223231,0.400703923
,,14.56,77.61,8.21,4.56,103,4.16,0.36,0.11,DAP,7.387520234,11.95909525,142.2101549,26.52408007,0.3781097
,,14.57,77.61,7.64,4.86,126,11.37,0.64,0.22,Urea,7.329097848,17.92977156,165.7163803,50.94412479,0.403576554
,,14.58,77.61,8.4,5.57,77,2.78,0.24,0.09,14-35-14,7.381654763,8.926075587,132.5422692,16.09237146,0.364818118
,,14.57,77.61,8.03,9.25,80,3.57,0.45,0.1,28-28,7.309779663,12.86986982,156.9125947,37.1095085,0.385669399
,,14.58,77.6,6.95,19.7,86,2.82,0.26,0.07,Urea,7.399699457,9.361129957,117.8608154,25.45787172,0.443072106
RedSoil,Vegetables,12.91,78.35,7.25,47.2,123,15.08,0.27,0.23,14-35-14,7.488846318,11.00625203,171.4049497,54.60916926,0.551333676
BlackSoil,Vegetables,12.9,78.35,7.46,53.6,134,233.99,0.56,1.99,DAP,7.479428848,21.44455081,239.4591379,88.08395356,0.656943708
RedSoil,Maize,12.9,78.35,7.2,49.6,244,32.83,0.76,0.69,17-17-17,7.550090563,24.22116216,241.6934977,106.8423574,0.625531577
BlackSoil,Vegetables,12.9,78.35,7.88,9.8,197,59.88,0.62,0.8,DAP,7.497524699,20.84660373,180.1313476,58.11562157,0.468261158
BlackSoil,Vegetables,12.91,78.36,7.26,4,45,7.36,0.48,0.18,20-20,7.227120388,12.30175342,131.9124974,30.18663748,0.367060823
BlackSoil,Vegetables,12.9,78.35,7.43,39.6,149,172.17,0.57,1.46,14-35-14,7.476356537,20.76670237,214.3958781,76.76135712,0.594866001
BlackSoil,Vegetables,12.9,78.34,7.83,11.2,68,84.12,0.22,0.39,28-28,7.402651682,9.934635771,127.7981689,16.70944427,0.420575585
RedSoil,Vegetables,12.9,78.35,7.32,50,121,11.31,0.3,0.18,Urea,7.473648911,11.42909342,181.5988435,60.0737821,0.556929239
RedSoil,Vegetables,12.91,78.36,8,54,89,160.27,0.4,1.08,DAP,7.425622141,15.5801033,228.75401,73.95549549,0.598507289
RedSoil,Vegetables,12.91,78.35,5.92,67.4,319,112.31,0.22,0.58,14-35-14,7.942701708,18.07076115,165.6331333,72.86609398,0.774856003
BlackSoil,Vegetables,12.9,78.35,8.19,24,93,71.99,0.65,0.57,20-20,7.291126808,18.46929122,215.7430645,70.00285705,0.46387346
RedSoil,Groundnut,12.91,78.36,8.06,5.2,57,3.82,0.21,0.15,28-28,7.353464385,7.719260827,118.6315517,10.68967098,0.360627872
RedSoil,Groundnut,12.9,78.35,8.14,25,83,76.11,0.34,0.49,Urea,7.39150395,12.49836148,173.8941688,42.20133103,0.464843404
BlackSoil,Groundnut,12.9,78.35,5.6,13.2,103,7.93,0.37,0.11,14-35-14,7.389752208,11.83553664,86.02736496,24.83305172,0.456778107
BlackSoil,Vegetables,12.9,78.36,7.53,64.4,270,206.76,0.85,0.83,28-28,7.635867054,30.47646781,296.3535505,131.1591483,0.747010784
BlackSoil,Maize,12.91,78.36,7.93,29.4,136,7.73,0.4,0.28,20-20,7.452788827,13.76224777,179.3011876,53.41392249,0.483103284
BlackSoil,Groundnut,12.91,78.36,8.19,7.2,105,8.84,0.42,0.24,Urea,7.371673727,13.2297972,154.2739659,34.38758358,0.389986769
RedSoil,Vegetables,12.91,78.35,6.15,53.2,168,74.66,0.31,0.64,DAP,7.587059263,14.2618036,159.6781036,61.50161437,0.636075984
BlackSoil,Vegetables,12.9,78.36,7.34,22.2,92,10.34,0.53,0.22,17-17-17,7.31258144,14.76715429,169.7291916,54.02762816,0.44986881
RedSoil,Vegetables,12.9,78.35,7.7,37.2,155,27,0.41,0.26,28-28,7.497736429,14.91802325,187.7653896,61.47696055,0.529773929
RedSoil,Cotton,12.9,78.35,7.18,2.6,65,11.51,0.98,0.19,Urea,7.07678141,22.26035077,195.9787217,74.76538303,0.375156262
RedSoil,Vegetables,12.91,78.35,8.07,65.4,120,132.66,0.5,0.82,20-20,7.445835062,17.81562829,260.6484105,95.2549802,0.639592376
BlackSoil,Groundnut,12.91,78.35,7.78,32.6,123,8.82,0.52,0.21,17-17-17,7.383262301,15.58047103,196.66978,65.95618868,0.490636267
BlackSoil,Groundnut,12.9,78.35,7.89,10.4,171,13.92,0.43,0.26,DAP,7.502700562,15.53451771,152.7650354,40.25367293,0.440065678
RedSoil,Groundnut,12.91,78.35,7.33,87.2,370,33.13,0.58,0.56,Urea,7.890234132,24.83779236,279.8660334,131.7584591,0.809035428
RedSoil,Vegetables,12.92,78.35,6.23,2.4,49,4.53,0.31,0.06,20-20,7.298094426,9.063936326,77.87686472,9.394022978,0.381776977
RedSoil,Vegetables,12.9,78.36,7.14,3.4,57,698.15,0.86,1.99,28-28,7.345005227,34.50757728,219.5378599,64.09656539,0.634858428
RedSoil,Groundnut,12.91,78.35,7.33,8.2,40,10.14,0.39,0.18,10-26-26,7.254784487,10.54953935,128.316634,25.93915283,0.378333273
BlackSoil,Vegetables,12.9,78.35,7.91,40,102,9.13,0.55,0.24,Urea,7.334196999,15.50805749,215.9778912,74.95031379,0.502733421
BlackSoil,Maize,12.91,78.36,7.28,65.6,303,228.74,0.65,1.34,DAP,7.78612643,28.23470938,265.3930075,114.7883084,0.779948973
RedSoil,Groundnut,12.9,78.35,7.42,110,132,16.53,0.4,0.29,20-20,7.49211371,13.75026314,292.6803763,125.0910019,0.76154166
RedSoil,Vegetables,12.88,78.44,7.99,88.8,260,16.76,0.81,0.24,14-35-14,7.578792651,25.41861851,330.859552,151.2870028,0.742614302
RedSoil,Vegetables,12.93,78.35,8.44,68.2,46,17.69,0.41,0.25,10-26-26,7.294636327,11.43432658,256.2327146,87.54942316,0.562616895
BlackSoil,Vegetables,12.93,78.35,7.98,75,94,22.77,0.62,0.55,20-20,7.3155008,16.85808428,283.2997264,113.2719613,0.618909164
BlackSoil,Groundnut,12.93,78.36,8.1,120.6,254,31.46,0.63,0.6,28-28,7.658089322,22.2302812,360.193706,164.3304487,0.848793269
RedSoil,Groundnut,12.93,78.35,8.13,39.2,151,21.95,0.73,0.31,Urea,7.367010283,20.67491233,246.034322,93.77948669,0.524562849
RedSoil,Vegetables,12.93,78.35,8.02,36,54,29.34,0.32,0.47,28-28,7.331263996,10.20403265,182.4830506,48.57710709,0.471830199
RedSoil,Groundnut,12.94,78.36,8.1,26.2,124,5.81,0.5,0.14,Urea,7.388328901,15.22448259,192.4463174,59.61656042,0.462781391
RedSoil,Groundnut,12.93,78.37,7.8,84.6,77,47.01,0.48,0.85,DAP,7.348766981,14.22916912,275.7860996,107.8610195,0.655080511
RedSoil,Groundnut,12.94,78.36,6.74,26.2,135,5.84,0.5,0.11,14-35-14,7.410227054,15.36469274,155.2646509,54.67421639,0.493420775
RedSoil,Vegetables,12.93,78.36,8.34,43.8,44,16.4,0.42,0.17,28-28,7.273002438,11.51462676,216.3981113,65.57194823,0.482024627
RedSoil,Vegetables,12.93,78.35,8,71.8,151,20.54,0.7,0.31,20-20,7.395861586,20.06974983,289.5971581,120.4449576,0.634662957
BlackSoil,Groundnut,12.93,78.35,8.13,57.8,176,36.13,0.6,0.48,10-26-26,7.481485578,19.35028513,258.3840298,100.3125422,0.603780812
RedSoil,Vegetables,12.93,78.37,8.11,69.6,182,20.5,0.57,0.28,DAP,7.505933165,18.64345909,271.4047947,108.6371619,0.640305199
RedSoil,Vegetables,12.93,78.36,8.18,85.4,178,57.69,0.63,0.48,14-35-14,7.496634577,20.43789105,308.517548,128.6400004,0.703606252
BlackSoil,Vegetables,12.93,78.36,8.33,91.8,118,24.3,0.56,0.26,Urea,7.395902768,16.57950623,311.2042442,125.8443555,0.680362915
RedSoil,Groundnut,12.93,78.35,7.9,65.2,104,79.03,0.56,0.78,DAP,7.372410062,17.25297068,260.7658012,99.02639003,0.614024903
RedSoil,Vegetables,12.93,78.37,8.06,26.4,90,20.94,0.4,0.25,20-20,7.364188793,12.63238551,178.9004249,48.93078412,0.453463271
BlackSoil,Groundnut,12.93,78.36,7.85,72,129,40.53,0.4,0.5,28-28,7.473604734,14.23567958,246.0389034,91.82230261,0.635042017
BlackSoil,Vegetables,12.93,78.36,7.67,62.8,101,13.19,0.51,0.2,14-35-14,7.361391415,14.78745938,240.0667272,91.23042209,0.583937542
RedSoil,Groundnut,12.93,78.35,7.71,17.6,39,6.48,0.28,0.17,10-26-26,7.298662461,8.45971749,138.2763056,26.09870872,0.400595713
RedSoil,Vegetables,12.93,78.35,7.41,116.2,275,65.48,0.71,1.12,Urea,7.678718915,24.99219956,347.2905464,165.7758864,0.870081495
BlackSoil,Maize,12.91,78.36,8.04,74.4,134,35.66,0.49,0.39,10-26-26,7.448838704,15.98188379,267.0065367,103.1714826,0.640049008
BlackSoil,Groundnut,12.91,78.36,7.86,35.6,91,7.11,0.55,0.22,DAP,7.309194528,15.11471226,207.5710568,70.17362206,0.482967462
BlackSoil,Groundnut,12.91,78.37,6.48,78.4,116,94.42,0.37,0.61,14-35-14,7.481370152,14.22644373,217.6796558,88.82090407,0.695902154
RedSoil,Vegetables,12.91,78.35,5.16,7.4,44,2.59,0.17,0.04,10-26-26,7.343642622,6.114475674,37.27631461,-3.235089237,0.415126437
BlackSoil,Vegetables,12.9,78.36,7.93,60.4,113,18.36,0.47,0.32,Urea,7.40100748,14.57014529,238.2413856,87.04903343,0.57890148
RedSoil,Groundnut,12.89,78.37,8.3,22.6,437,34.15,0.76,0.38,14-35-14,7.919760428,30.42411413,229.3638655,95.97382838,0.609369409
RedSoil,Groundnut,12.89,78.36,7.85,13.6,249,13.78,0.79,0.37,28-28,7.522233178,24.62090519,205.8134852,79.39939444,0.489138445
BlackSoil,Groundnut,12.9,78.36,7.83,35.8,189,11.17,0.59,0.23,10-26-26,7.490446697,18.9899351,212.757906,78.65757,0.533168949
RedSoil,Groundnut,12.9,78.36,5.7,2.4,56,3.21,0.11,0.03,Urea,7.387887427,5.471036342,36.02348569,-10.48088468,0.39452619
BlackSoil,Vegetables,12.91,78.36,7.8,37,57,14.52,0.25,0.19,DAP,7.359359932,8.650600964,167.6329535,42.42603024,0.475079655
RedSoil,Groundnut,12.9,78.36,5.64,2.2,55,3.44,0.2,0.04,20-20,7.351522754,7.102436432,46.36054205,-2.818355096,0.394581656
RedSoil,Groundnut,12.9,78.36,7.55,37.4,355,11.63,0.52,0.29,Fertilizer Name,7.848503003,22.83140279,198.0963061,80.80705784,0.624223229
RedSoil,Vegetables,12.91,78.35,8.21,20.2,30,13.19,0.11,0.25,Urea,7.349379658,5.250001173,133.2326378,14.68795793,0.398109497
BlackSoil,Vegetables,12.91,78.35,8.03,5.6,57,6.12,0.34,0.2,DAP,7.304871667,10.1713665,136.3099997,22.68886589,0.36338532
BlackSoil,Groundnut,12.9,78.35,7.77,8.4,260,11.85,0.78,0.29,14-35-14,7.54441444,24.72496774,193.9686308,73.94258783,0.477959175
RedSoil,Groundnut,12.91,78.37,7.8,61.4,219,50.16,0.56,0.44,28-28,7.589148109,20.20031108,250.3809662,100.7764198,0.648002798
RedSoil,Vegetables,12.91,78.35,7.56,74.4,258,25.24,0.48,0.58,Urea,7.695779165,19.36325538,251.9152043,106.4125291,0.705058689
RedSoil,Groundnut,12.9,78.35,7.85,30.8,53,71.74,0.44,0.67,17-17-17,7.295318196,13.27883632,188.4809672,53.92239094,0.473313386
RedSoil,Millets,12.9,78.36,8.2,10.4,44,12.23,0.64,0.24,20-20,7.169273,15.4781357,189.7934489,54.26220242,0.372177988
RedSoil,Groundnut,12.86,78.37,6.35,12.8,56,3.13,0.31,0.07,Urea,7.317245665,9.2698219,97.43968369,19.76012329,0.416925333
BlackSoil,Groundnut,12.86,78.37,6.14,44.8,135,69.79,0.3,0.51,28-28,7.518914596,12.94300931,144.5420623,51.23444621,0.590557891
RedSoil,Vegetables,12.86,78.37,8.37,20.2,57,8.22,0.27,0.17,14-35-14,7.340324702,8.970930766,159.148398,31.12220511,0.406319984
RedSoil,Groundnut,12.86,78.36,6.6,2.8,50,1.65,0.13,0.03,DAP,7.367995483,5.755414816,63.89778533,-4.972404417,0.375613703
RedSoil,Groundnut,12.86,78.36,6.52,13.6,56,3.55,0.42,0.08,17-17-17,7.275853263,11.34111719,118.3781139,31.12415297,0.416577201
BlackSoil,Groundnut,12.86,78.36,5.69,2.2,38,2.25,0.2,0.02,Urea,7.317283901,6.554962625,47.65866163,-3.450350784,0.384970924
RedSoil,Vegetables,12.86,78.37,8.02,33.6,113,8.46,0.35,0.13,28-28,7.428661943,12.14919374,181.5906841,51.98086753,0.4845132
RedSoil,Groundnut,12.85,78.37,8.25,3.6,46,2.66,0.3,0.09,DAP,7.295951787,9.046746745,133.5205797,17.58542896,0.346017141
RedSoil,Vegetables,12.86,78.36,8.14,6.2,137,16.17,0.83,0.41,17-17-17,7.280878456,21.96820602,207.6950707,71.90566807,0.405865897
RedSoil,Vegetables,12.86,78.36,7.25,12.8,45,1.65,0.29,0.06,Urea,7.302477287,8.659508616,119.2320016,21.04017971,0.394294897
BlackSoil,Groundnut,12.86,78.37,5.85,1.6,34,7.12,0.33,0.06,28-28,7.261073641,8.965970785,69.10732188,8.201312378,0.379911325
RedSoil,Groundnut,12.87,78.37,8.26,20.4,73,7.61,0.43,0.16,Urea,7.311002423,12.40249099,178.249336,46.11228084,0.416544793
RedSoil,Groundnut,12.86,78.36,7.98,0.8,21,1.91,0.12,0.1,DAP,7.313099923,4.878674077,97.13201189,-3.570563112,0.329359437
BlackSoil,Vegetables,12.86,78.37,8,11.8,64,4.38,1.16,0.11,20-20,7.00868073,25.53183944,257.0178797,102.7337052,0.387253718
RedSoil,Groundnut,12.86,78.36,7.7,15.6,54,2.06,0.27,0.06,17-17-17,7.329696391,8.645401531,133.2358699,24.05531189,0.399729366
RedSoil,Groundnut,12.86,78.37,8.03,23.8,77,6.21,0.3,0.1,DAP,7.369951683,10.05544567,159.4932104,36.74671949,0.433516172
RedSoil,Groundnut,12.86,78.37,5.84,2.6,33,2.22,0.2,0.04,Urea,7.307544053,6.420997492,52.38738147,-2.724015964,0.381076123
RedSoil,Vegetables,12.86,78.36,6.92,26.4,54,6.47,0.45,0.14,20-20,7.268462051,11.95667694,153.7155573,47.0911929,0.451762977
RedSoil,Groundnut,12.86,78.36,7.98,17.2,62,3.29,0.32,0.09,28-28,7.327838605,9.888579639,150.301482,31.56418279,0.404169924
BlackSoil,Groundnut,12.86,78.36,6.88,12.2,88,5.61,0.57,0.12,14-35-14,7.282230813,15.21318923,146.6021254,46.42146808,0.42150356
RedSoil,Groundnut,12.86,78.36,8.37,4.2,118,4.61,0.41,0.14,Urea,7.398245074,13.38563113,152.8659077,32.09471714,0.381369752
BlackSoil,Groundnut,12.86,78.36,6.41,1.8,45,2.68,0.25,0.06,DAP,7.312061488,7.815518974,73.56113492,3.948513213,0.373798997
RedSoil,Groundnut,12.86,78.36,5.68,3.2,47,3.57,0.28,0.05,20-20,7.305669534,8.343448617,59.94960334,5.100605563,0.393333469
RedSoil,Groundnut,12.86,78.36,5.47,40.4,217,32.49,1.46,0.44,28-28,7.224072852,36.0769846,275.4015558,153.3935442,0.613979755
RedSoil,Groundnut,12.86,78.36,7,3.6,78,3.26,0.32,0.05,DAP,7.35220098,10.23993447,102.1080393,15.92429712,0.384991878
RedSoil,Groundnut,12.86,78.36,8.2,4,80,3.18,0.3,0.11,Urea,7.364004561,10.10927137,132.8130044,19.41784539,0.364931374
RedSoil,Groundnut,12.86,78.37,7.63,42,75,6.51,0.4,0.11,14-35-14,7.337903693,11.79162908,190.8527269,60.77094488,0.500518621
RockySoil,Groundnut,12.86,78.36,8.61,2,103,3.58,0.93,0.14,28-28,7.168397201,22.56128085,226.8511162,77.32158657,0.361949953
RedSoil,Groundnut,12.87,78.43,7.17,32.8,501,39.22,0.48,0.29,Urea,8.161312545,27.17240122,176.6099119,78.59830753,0.697155117
RedSoil,Groundnut,12.87,78.45,7.15,35.8,102,23.8,0.36,0.13,14-35-14,7.409480572,12.19089738,163.5183614,50.8568617,0.508490049
RedSoil,Groundnut,12.87,78.45,7.73,80,137,29.55,0.57,0.35,DAP,7.425235758,17.37940708,277.902443,114.4383207,0.663542938
BlackSoil,Groundnut,12.87,78.43,8.46,5.2,53,10.38,0.81,0.18,17-17-17,7.118812781,18.90551074,211.806786,66.35144708,0.353735096
RedSoil,Groundnut,12.87,78.43,5.33,2.6,70,3.08,0.25,0.04,DAP,7.362384046,8.441448806,45.31499622,1.554971565,0.40880203
RedSoil,Groundnut,12.87,78.43,6.75,46,159,4.87,0.42,0.08,20-20,7.499041453,14.61140677,175.7199982,66.81969474,0.5702115
BlackSoil,Groundnut,12.87,78.43,6.55,15.6,56,4.99,1.36,0.06,14-35-14,6.91873745,28.78283055,250.6742704,118.0643707,0.423203677
BlackSoil,Groundnut,12.87,78.44,6.4,4.8,54,4.84,0.48,0.05,28-28,7.244594471,12.39962805,109.512213,27.89534195,0.389118827
BlackSoil,Groundnut,12.87,78.44,7.28,7,52,2.93,0.47,0.06,Urea,7.24497659,12.24256284,135.5585362,32.45806767,0.378357294
RockySoil,Groundnut,12.87,78.43,7.31,21.8,81,11.13,0.45,0.14,DAP,7.32127659,12.95566044,157.4108381,45.76772234,0.444073487
BlackSoil,Groundnut,12.87,78.45,8.16,35,138,23.86,0.56,0.35,14-35-14,7.404373185,17.16754124,217.1636304,74.04103321,0.504493312
RedSoil,Groundnut,12.87,78.37,7.54,37,89,8.4,0.41,0.12,20-20,7.3598555,12.43989049,181.9990029,57.41255922,0.493089019
BlackSoil,Groundnut,12.87,78.43,7.87,34.6,75,37.27,0.62,0.28,28-28,7.260546311,16.56090282,217.5679954,74.84085816,0.483144372
RedSoil,Groundnut,12.88,78.44,7.15,46,123,17.03,0.28,0.14,Urea,7.485047287,11.21831583,168.2600852,54.00952066,0.549949666
RedSoil,Groundnut,12.87,78.43,6.87,8,58,6.87,0.62,0.1,14-35-14,7.201587998,15.23031846,146.6151362,45.57832824,0.393702366
RedSoil,Groundnut,12.88,78.44,8.46,3.4,35,26.28,0.1,0.36,28-28,7.358460011,5.538558438,113.0290419,-0.372802263,0.345071009
RedSoil,Groundnut,12.88,78.44,8.22,9,64,6.53,0.38,0.11,20-20,7.305543936,11.16721043,152.3351984,30.53286929,0.374680643
RedSoil,Groundnut,12.86,78.45,6.76,43.2,87,38.84,0.43,0.34,Urea,7.362193407,13.28428908,174.9196262,61.66561054,0.538747784
RedSoil,Maize,12.87,78.43,7.46,35.8,90,4.35,0.48,0.07,DAP,7.333070824,13.6684608,187.2393733,62.36711871,0.489543535
RedSoil,Maize,12.87,78.43,7.63,45.2,132,12.06,0.43,0.16,17-17-17,7.44355303,14.24127499,200.3018715,69.21313797,0.540837242
BlackSoil,Groundnut,12.87,78.44,7.35,5.2,42,50.7,0.36,0.26,28-28,7.282619291,10.92906256,122.3993792,20.65385237,0.384339464
,Groundnut,12.87,78.44,6.48,1.4,39,1.76,0.09,0.03,Urea,7.360641844,4.656601235,52.96328609,-10.89592408,0.367915684
BlackSoil,Groundnut,12.87,78.43,8.01,2.6,64,16.21,0.38,0.17,20-20,7.305385448,11.34344469,137.0847038,23.81615273,0.361010777
RedSoil,Vegetables,12.87,78.44,5.83,1.4,40,3.63,0.3,0.05,17-17-17,7.283141692,8.519476937,63.95076371,5.519157558,0.381201685
RedSoil,Groundnut,12.87,78.44,8.21,71,127,31.25,0.62,0.43,DAP,7.38190698,18.10195593,283.7857393,112.1481117,0.62054019
RedSoil,Groundnut,12.87,78.44,8.27,14.2,51,19.52,0.2,0.24,Urea,7.355720895,7.715251984,138.0783318,18.59290826,0.389640632
RedSoil,Groundnut,12.87,78.44,8.11,23.8,76,24.23,0.47,0.29,20-20,7.309332018,13.57062634,185.9174652,52.38973848,0.438371635
RedSoil,Groundnut,12.87,78.44,5.49,5,47,2.17,0.25,0.07,28-28,7.317620602,7.729544767,53.41289198,3.273515998,0.402313073
RedSoil,Groundnut,12.83,78.39,7.7,13.6,86,3.21,1.15,0.08,10-26-26,7.056854829,25.9619265,250.2156414,103.3501156,0.40901707
RedSoil,Groundnut,12.83,78.38,5.66,2.4,48,3.58,0.25,0.05,Urea,7.318672006,7.816298057,54.05172342,1.622956645,0.391537854
BlackSoil,Vegetables,12.83,78.39,7.61,31.8,123,10.9,0.5,0.13,DAP,7.39117611,15.22935215,188.1549879,62.72900499,0.491931676
RedSoil,Groundnut,12.82,78.39,5.87,6,78,4.57,0.32,0.04,20-20,7.353972046,10.09935884,75.06495132,13.571016,0.414478867
RedSoil,Groundnut,12.83,78.39,7.51,15.4,101,4.23,0.57,0.1,14-35-14,7.309376245,15.68248151,168.7816417,52.53332229,0.426175023
RedSoil,Groundnut,12.83,78.38,8.37,27.8,87,3.26,0.28,0.16,10-26-26,7.398654981,9.984009479,172.183047,40.46818855,0.444191561
RockySoil,Sunflower,12.83,78.38,7.57,55.4,161,8.71,0.58,0.45,20-20,7.448453038,17.84121674,234.9805088,93.31036839,0.588581782
RedSoil,Groundnut,12.83,78.38,7.87,66,82,68.85,0.65,0.66,28-28,7.291201586,18.01162744,272.8935641,106.6974178,0.602731316
